Date,Season,Road Team,,,Home Team,,Results,
"Wednesday, October 7, 2015",2015-16,Montreal Canadiens,3,@,Toronto Maple Leafs,1,W,summary
"Saturday, October 10, 2015",2015-16,Montreal Canadiens,4,@,Boston Bruins,2,W,summary
"Sunday, October 11, 2015",2015-16,Montreal Canadiens,3,@,Ottawa Senators,1,W,summary
"Tuesday, October 13, 2015",2015-16,Montreal Canadiens,3,@,Pittsburgh Penguins,2,W,summary
"Thursday, October 15, 2015",2015-16,New York Rangers,0,@,Montreal Canadiens,3,W,summary
"Saturday, October 17, 2015",2015-16,Detroit Red Wings,1,@,Montreal Canadiens,4,W,summary
"Tuesday, October 20, 2015",2015-16,St.Louis Blues,0,@,Montreal Canadiens,3,W,summary
"Friday, October 23, 2015",2015-16,Montreal Canadiens,7,@,Buffalo Sabres,2,W,summary
"Saturday, October 24, 2015",2015-16,Toronto Maple Leafs,3,@,Montreal Canadiens,5,W,summary
"Tuesday, October 27, 2015",2015-16,Montreal Canadiens,1,@,Vancouver Canucks,5,L,summary
"Thursday, October 29, 2015",2015-16,Montreal Canadiens,3,@,Edmonton Oilers,4,L,summary
"Friday, October 30, 2015",2015-16,Montreal Canadiens,6,@,Calgary Flames,2,W,summary
"Sunday, November 1, 2015",2015-16,Winnipeg Jets,1,@,Montreal Canadiens,5,W,summary
"Tuesday, November 3, 2015",2015-16,Ottawa Senators,2,@,Montreal Canadiens,1,L,summary
"Thursday, November 5, 2015",2015-16,New York Islanders,1,@,Montreal Canadiens,4,W,summary
"Saturday, November 7, 2015",2015-16,Boston Bruins,2,@,Montreal Canadiens,4,W,summary
"Wednesday, November 11, 2015",2015-16,Montreal Canadiens,3,@,Pittsburgh Penguins,4,L (SO),summary
"Saturday, November 14, 2015",2015-16,Colorado Avalanche,6,@,Montreal Canadiens,1,L,summary
"Monday, November 16, 2015",2015-16,Vancouver Canucks,3,@,Montreal Canadiens,4,W,summary
"Thursday, November 19, 2015",2015-16,Arizona Coyotes,3,@,Montreal Canadiens,2,L,summary
"Friday, November 20, 2015",2015-16,Montreal Canadiens,5,@,New York Islanders,3,W,summary
"Sunday, November 22, 2015",2015-16,New York Islanders,2,@,Montreal Canadiens,4,W,summary
"Wednesday, November 25, 2015",2015-16,Montreal Canadiens,5,@,New York Rangers,1,W,summary
"Friday, November 27, 2015",2015-16,Montreal Canadiens,3,@,New Jersey Devils,2,W (SO),summary
"Saturday, November 28, 2015",2015-16,New Jersey Devils,3,@,Montreal Canadiens,2,L,summary
"Tuesday, December 1, 2015",2015-16,Columbus Blue Jackets,1,@,Montreal Canadiens,2,W,summary
"Thursday, December 3, 2015",2015-16,Washington Capitals,3,@,Montreal Canadiens,2,L,summary
"Saturday, December 5, 2015",2015-16,Montreal Canadiens,2,@,Carolina Hurricanes,3,L,summary
"Wednesday, December 9, 2015",2015-16,Boston Bruins,3,@,Montreal Canadiens,1,L,summary
"Thursday, December 10, 2015",2015-16,Montreal Canadiens,2,@,Detroit Red Wings,3,L,summary
"Saturday, December 12, 2015",2015-16,Ottawa Senators,1,@,Montreal Canadiens,3,W,summary
"Tuesday, December 15, 2015",2015-16,San Jose Sharks,3,@,Montreal Canadiens,1,L,summary
"Thursday, December 17, 2015",2015-16,Los Angeles Kings,3,@,Montreal Canadiens,0,L,summary
"Saturday, December 19, 2015",2015-16,Montreal Canadiens,2,@,Dallas Stars,6,L,summary
"Monday, December 21, 2015",2015-16,Montreal Canadiens,1,@,Nashville Predators,5,L,summary
"Tuesday, December 22, 2015",2015-16,Montreal Canadiens,1,@,Minnesota Wild,2,L,summary
"Saturday, December 26, 2015",2015-16,Montreal Canadiens,1,@,Washington Capitals,3,L,summary
"Monday, December 28, 2015",2015-16,Montreal Canadiens,4,@,Tampa Bay Lightning,3,W (SO),summary
"Tuesday, December 29, 2015",2015-16,Montreal Canadiens,1,@,Florida Panthers,3,L,summary
2016 Bridgestone NHL Winter Classic,2015-16,Montreal Canadiens,5,@,Boston Bruins,1,W,summary
"Tuesday, January 5, 2016",2015-16,Montreal Canadiens,3,@,Philadelphia Flyers,4,L,summary
"Wednesday, January 6, 2016",2015-16,New Jersey Devils,1,@,Montreal Canadiens,2,W,summary
"Saturday, January 9, 2016",2015-16,Pittsburgh Penguins,3,@,Montreal Canadiens,1,L,summary
"Thursday, January 14, 2016",2015-16,Chicago Blackhawks,2,@,Montreal Canadiens,1,L,summary
"Saturday, January 16, 2016",2015-16,Montreal Canadiens,3,@,St.Louis Blues,4,L,summary
"Sunday, January 17, 2016",2015-16,Montreal Canadiens,2,@,Chicago Blackhawks,5,L,summary
"Tuesday, January 19, 2016",2015-16,Boston Bruins,4,@,Montreal Canadiens,1,L,summary
"Saturday, January 23, 2016",2015-16,Montreal Canadiens,3,@,Toronto Maple Leafs,2,W (SO),summary
"Monday, January 25, 2016",2015-16,Montreal Canadiens,2,@,Columbus Blue Jackets,5,L,summary
"Tuesday, January 26, 2016",2015-16,Columbus Blue Jackets,5,@,Montreal Canadiens,2,L,summary
"Tuesday, February 2, 2016",2015-16,Montreal Canadiens,2,@,Philadelphia Flyers,4,L,summary
"Wednesday, February 3, 2016",2015-16,Buffalo Sabres,4,@,Montreal Canadiens,2,L,summary
"Saturday, February 6, 2016",2015-16,Edmonton Oilers,1,@,Montreal Canadiens,5,W,summary
"Sunday, February 7, 2016",2015-16,Carolina Hurricanes,1,@,Montreal Canadiens,2,W (SO),summary
"Tuesday, February 9, 2016",2015-16,Tampa Bay Lightning,2,@,Montreal Canadiens,4,W,summary
"Friday, February 12, 2016",2015-16,Montreal Canadiens,4,@,Buffalo Sabres,6,L,summary
"Monday, February 15, 2016",2015-16,Montreal Canadiens,2,@,Arizona Coyotes,6,L,summary
"Wednesday, February 17, 2016",2015-16,Montreal Canadiens,2,@,Colorado Avalanche,3,L,summary
"Friday, February 19, 2016",2015-16,Philadelphia Flyers,2,@,Montreal Canadiens,3,W (SO),summary
"Monday, February 22, 2016",2015-16,Nashville Predators,2,@,Montreal Canadiens,1,L (SO),summary
"Wednesday, February 24, 2016",2015-16,Montreal Canadiens,4,@,Washington Capitals,3,W,summary
"Saturday, February 27, 2016",2015-16,Toronto Maple Leafs,1,@,Montreal Canadiens,4,W,summary
"Monday, February 29, 2016",2015-16,Montreal Canadiens,2,@,San Jose Sharks,6,L,summary
"Wednesday, March 2, 2016",2015-16,Montreal Canadiens,2,@,Anaheim Mighty Ducks,3,L (SO),summary
"Thursday, March 3, 2016",2015-16,Montreal Canadiens,2,@,Los Angeles Kings,3,L,summary
"Saturday, March 5, 2016",2015-16,Montreal Canadiens,2,@,Winnipeg Jets,4,L,summary
"Tuesday, March 8, 2016",2015-16,Dallas Stars,3,@,Montreal Canadiens,4,W,summary
"Thursday, March 10, 2016",2015-16,Buffalo Sabres,2,@,Montreal Canadiens,3,W,summary
"Saturday, March 12, 2016",2015-16,Minnesota Wild,4,@,Montreal Canadiens,1,L,summary
"Tuesday, March 15, 2016",2015-16,Florida Panthers,4,@,Montreal Canadiens,1,L,summary
"Wednesday, March 16, 2016",2015-16,Montreal Canadiens,3,@,Buffalo Sabres,2,W,summary
"Saturday, March 19, 2016",2015-16,Montreal Canadiens,0,@,Ottawa Senators,5,L,summary
"Sunday, March 20, 2016",2015-16,Calgary Flames,4,@,Montreal Canadiens,1,L,summary
"Tuesday, March 22, 2016",2015-16,Anaheim Mighty Ducks,3,@,Montreal Canadiens,4,W,summary
"Thursday, March 24, 2016",2015-16,Montreal Canadiens,3,@,Detroit Red Wings,4,L,summary
"Saturday, March 26, 2016",2015-16,New York Rangers,5,@,Montreal Canadiens,2,L,summary
"Tuesday, March 29, 2016",2015-16,Detroit Red Wings,3,@,Montreal Canadiens,4,W,summary
"Thursday, March 31, 2016",2015-16,Montreal Canadiens,3,@,Tampa Bay Lightning,0,W,summary
"Saturday, April 2, 2016",2015-16,Montreal Canadiens,3,@,Florida Panthers,4,L,summary
"Tuesday, April 5, 2016",2015-16,Florida Panthers,4,@,Montreal Canadiens,1,L,summary
"Thursday, April 7, 2016",2015-16,Montreal Canadiens,4,@,Carolina Hurricanes,2,W,summary
"Saturday, April 9, 2016",2015-16,Tampa Bay Lightning,2,@,Montreal Canadiens,5,W,
"Thursday, October 13, 2016",2016-17,Montreal Canadiens,4,@,Buffalo Sabres,1,W,summary
"Saturday, October 15, 2016",2016-17,Montreal Canadiens,3,@,Ottawa Senators,4,L (SO),summary
"Tuesday, October 18, 2016",2016-17,Pittsburgh Penguins,0,@,Montreal Canadiens,4,W,summary
"Thursday, October 20, 2016",2016-17,Arizona Coyotes,2,@,Montreal Canadiens,5,W,summary
"Saturday, October 22, 2016",2016-17,Montreal Canadiens,4,@,Boston Bruins,2,W,summary
"Monday, October 24, 2016",2016-17,Philadelphia Flyers,1,@,Montreal Canadiens,3,W,summary
"Wednesday, October 26, 2016",2016-17,Montreal Canadiens,3,@,New York Islanders,2,W,summary
"Thursday, October 27, 2016",2016-17,Tampa Bay Lightning,1,@,Montreal Canadiens,3,W,summary
"Saturday, October 29, 2016",2016-17,Toronto Maple Leafs,1,@,Montreal Canadiens,2,W,summary
"Wednesday, November 2, 2016",2016-17,Vancouver Canucks,0,@,Montreal Canadiens,3,W,summary
"Friday, November 4, 2016",2016-17,Montreal Canadiens,0,@,Columbus Blue Jackets,10,L,summary
"Saturday, November 5, 2016",2016-17,Philadelphia Flyers,4,@,Montreal Canadiens,5,W,summary
"Tuesday, November 8, 2016",2016-17,Boston Bruins,2,@,Montreal Canadiens,3,W,summary
"Thursday, November 10, 2016",2016-17,Los Angeles Kings,1,@,Montreal Canadiens,4,W,summary
"Saturday, November 12, 2016",2016-17,Detroit Red Wings,0,@,Montreal Canadiens,5,W,summary
"Sunday, November 13, 2016",2016-17,Montreal Canadiens,2,@,Chicago Blackhawks,3,L,summary
"Tuesday, November 15, 2016",2016-17,Florida Panthers,4,@,Montreal Canadiens,3,L,summary
"Friday, November 18, 2016",2016-17,Montreal Canadiens,2,@,Carolina Hurricanes,3,L,summary
"Saturday, November 19, 2016",2016-17,Toronto Maple Leafs,1,@,Montreal Canadiens,2,W,summary
"Tuesday, November 22, 2016",2016-17,Ottawa Senators,4,@,Montreal Canadiens,3,L,summary
"Thursday, November 24, 2016",2016-17,Carolina Hurricanes,1,@,Montreal Canadiens,2,W,summary
"Saturday, November 26, 2016",2016-17,Montreal Canadiens,2,@,Detroit Red Wings,1,W,summary
"Tuesday, November 29, 2016",2016-17,Montreal Canadiens,1,@,Anaheim Mighty Ducks,2,L,summary
"Friday, December 2, 2016",2016-17,Montreal Canadiens,1,@,San Jose Sharks,2,L,summary
"Sunday, December 4, 2016",2016-17,Montreal Canadiens,5,@,Los Angeles Kings,4,W (SO),summary
"Tuesday, December 6, 2016",2016-17,Montreal Canadiens,2,@,St.Louis Blues,3,L,summary
"Thursday, December 8, 2016",2016-17,New Jersey Devils,2,@,Montreal Canadiens,5,W,summary
"Saturday, December 10, 2016",2016-17,Colorado Avalanche,1,@,Montreal Canadiens,10,W,summary
"Monday, December 12, 2016",2016-17,Boston Bruins,2,@,Montreal Canadiens,1,L,summary
"Friday, December 16, 2016",2016-17,San Jose Sharks,4,@,Montreal Canadiens,2,L,summary
"Saturday, December 17, 2016",2016-17,Montreal Canadiens,2,@,Washington Capitals,1,W,summary
"Tuesday, December 20, 2016",2016-17,Anaheim Mighty Ducks,1,@,Montreal Canadiens,5,W,summary
"Thursday, December 22, 2016",2016-17,Minnesota Wild,4,@,Montreal Canadiens,2,L,summary
"Friday, December 23, 2016",2016-17,Montreal Canadiens,1,@,Columbus Blue Jackets,2,L,summary
"Wednesday, December 28, 2016",2016-17,Montreal Canadiens,3,@,Tampa Bay Lightning,4,L,summary
"Thursday, December 29, 2016",2016-17,Montreal Canadiens,3,@,Florida Panthers,2,W,summary
"Saturday, December 31, 2016",2016-17,Montreal Canadiens,3,@,Pittsburgh Penguins,4,L,summary
"Tuesday, January 3, 2017",2016-17,Montreal Canadiens,2,@,Nashville Predators,1,W,summary
"Wednesday, January 4, 2017",2016-17,Montreal Canadiens,4,@,Dallas Stars,3,W,summary
"Saturday, January 7, 2017",2016-17,Montreal Canadiens,5,@,Toronto Maple Leafs,3,W,summary
"Monday, January 9, 2017",2016-17,Washington Capitals,4,@,Montreal Canadiens,1,L,summary
"Wednesday, January 11, 2017",2016-17,Montreal Canadiens,7,@,Winnipeg Jets,4,W,summary
"Thursday, January 12, 2017",2016-17,Montreal Canadiens,1,@,Minnesota Wild,7,L,summary
"Saturday, January 14, 2017",2016-17,New York Rangers,4,@,Montreal Canadiens,5,W,summary
"Monday, January 16, 2017",2016-17,Montreal Canadiens,0,@,Detroit Red Wings,1,L,summary
"Wednesday, January 18, 2017",2016-17,Pittsburgh Penguins,4,@,Montreal Canadiens,1,L,summary
"Friday, January 20, 2017",2016-17,Montreal Canadiens,3,@,New Jersey Devils,1,W,summary
"Saturday, January 21, 2017",2016-17,Buffalo Sabres,3,@,Montreal Canadiens,2,L,summary
"Tuesday, January 24, 2017",2016-17,Calgary Flames,1,@,Montreal Canadiens,5,W,summary
"Thursday, January 26, 2017",2016-17,Montreal Canadiens,1,@,New York Islanders,3,L,summary
"Tuesday, January 31, 2017",2016-17,Buffalo Sabres,2,@,Montreal Canadiens,5,W,summary
"Thursday, February 2, 2017",2016-17,Montreal Canadiens,1,@,Philadelphia Flyers,3,L,summary
"Saturday, February 4, 2017",2016-17,Washington Capitals,3,@,Montreal Canadiens,2,L,summary
"Sunday, February 5, 2017",2016-17,Edmonton Oilers,1,@,Montreal Canadiens,0,L (SO),summary
"Tuesday, February 7, 2017",2016-17,Montreal Canadiens,0,@,Colorado Avalanche,4,L,summary
"Thursday, February 9, 2017",2016-17,Montreal Canadiens,5,@,Arizona Coyotes,4,W,summary
"Saturday, February 11, 2017",2016-17,St.Louis Blues,4,@,Montreal Canadiens,2,L,summary
"Sunday, February 12, 2017",2016-17,Montreal Canadiens,0,@,Boston Bruins,4,L,summary
"Saturday, February 18, 2017",2016-17,Winnipeg Jets,3,@,Montreal Canadiens,1,L,summary
"Tuesday, February 21, 2017",2016-17,Montreal Canadiens,3,@,New York Rangers,2,W (SO),summary
"Thursday, February 23, 2017",2016-17,New York Islanders,3,@,Montreal Canadiens,0,L,summary
"Saturday, February 25, 2017",2016-17,Montreal Canadiens,3,@,Toronto Maple Leafs,2,W,summary
"Monday, February 27, 2017",2016-17,Montreal Canadiens,4,@,New Jersey Devils,3,W,summary
"Tuesday, February 28, 2017",2016-17,Columbus Blue Jackets,0,@,Montreal Canadiens,1,W,summary
"Thursday, March 2, 2017",2016-17,Nashville Predators,1,@,Montreal Canadiens,2,W,summary
"Saturday, March 4, 2017",2016-17,Montreal Canadiens,4,@,New York Rangers,1,W,summary
"Tuesday, March 7, 2017",2016-17,Montreal Canadiens,2,@,Vancouver Canucks,1,W,summary
"Thursday, March 9, 2017",2016-17,Montreal Canadiens,0,@,Calgary Flames,5,L,summary
"Sunday, March 12, 2017",2016-17,Montreal Canadiens,4,@,Edmonton Oilers,1,W,summary
"Tuesday, March 14, 2017",2016-17,Chicago Blackhawks,4,@,Montreal Canadiens,2,L,summary
"Saturday, March 18, 2017",2016-17,Montreal Canadiens,4,@,Ottawa Senators,3,W (SO),summary
"Sunday, March 19, 2017",2016-17,Ottawa Senators,1,@,Montreal Canadiens,4,W,summary
"Tuesday, March 21, 2017",2016-17,Detroit Red Wings,2,@,Montreal Canadiens,1,L,summary
"Thursday, March 23, 2017",2016-17,Carolina Hurricanes,4,@,Montreal Canadiens,1,L,summary
"Saturday, March 25, 2017",2016-17,Ottawa Senators,1,@,Montreal Canadiens,3,W,summary
"Tuesday, March 28, 2017",2016-17,Dallas Stars,1,@,Montreal Canadiens,4,W,summary
"Thursday, March 30, 2017",2016-17,Florida Panthers,2,@,Montreal Canadiens,6,W,summary
"Saturday, April 1, 2017",2016-17,Montreal Canadiens,2,@,Tampa Bay Lightning,1,W,summary
"Monday, April 3, 2017",2016-17,Montreal Canadiens,4,@,Florida Panthers,1,W,summary
"Wednesday, April 5, 2017",2016-17,Montreal Canadiens,1,@,Buffalo Sabres,2,L,summary
"Friday, April 7, 2017",2016-17,Tampa Bay Lightning,4,@,Montreal Canadiens,2,L,summary
"Saturday, April 8, 2017",2016-17,Montreal Canadiens,3,@,Detroit Red Wings,2,W,summary
"Thursday, October 5, 2017",2017-18,Montreal Canadiens,3,@,Buffalo Sabres,2,W (SO),summary
"Saturday, October 7, 2017",2017-18,Montreal Canadiens,1,@,Washington Capitals,6,L,summary
"Sunday, October 8, 2017",2017-18,Montreal Canadiens,0,@,New York Rangers,2,L,summary
"Tuesday, October 10, 2017",2017-18,Chicago Blackhawks,3,@,Montreal Canadiens,1,L,summary
"Saturday, October 14, 2017",2017-18,Toronto Maple Leafs,4,@,Montreal Canadiens,3,L,summary
"Tuesday, October 17, 2017",2017-18,Montreal Canadiens,2,@,San Jose Sharks,5,L,summary
"Wednesday, October 18, 2017",2017-18,Montreal Canadiens,1,@,Los Angeles Kings,5,L,summary
"Friday, October 20, 2017",2017-18,Montreal Canadiens,2,@,Anaheim Mighty Ducks,6,L,summary
"Tuesday, October 24, 2017",2017-18,Florida Panthers,1,@,Montreal Canadiens,5,W,summary
"Thursday, October 26, 2017",2017-18,Los Angeles Kings,4,@,Montreal Canadiens,0,L,summary
"Saturday, October 28, 2017",2017-18,New York Rangers,4,@,Montreal Canadiens,5,W,summary
"Monday, October 30, 2017",2017-18,Montreal Canadiens,8,@,Ottawa Senators,3,W,summary
"Thursday, November 2, 2017",2017-18,Montreal Canadiens,3,@,Minnesota Wild,6,L,summary
"Saturday, November 4, 2017",2017-18,Montreal Canadiens,5,@,Winnipeg Jets,4,W,summary
"Sunday, November 5, 2017",2017-18,Montreal Canadiens,2,@,Chicago Blackhawks,0,W,summary
"Tuesday, November 7, 2017",2017-18,Vegas Golden Knights,2,@,Montreal Canadiens,3,W,summary
"Thursday, November 9, 2017",2017-18,Minnesota Wild,3,@,Montreal Canadiens,0,L,summary
"Saturday, November 11, 2017",2017-18,Buffalo Sabres,1,@,Montreal Canadiens,2,W,summary
"Tuesday, November 14, 2017",2017-18,Columbus Blue Jackets,2,@,Montreal Canadiens,1,L,summary
"Thursday, November 16, 2017",2017-18,Arizona Coyotes,5,@,Montreal Canadiens,4,L,summary
"Saturday, November 18, 2017",2017-18,Toronto Maple Leafs,6,@,Montreal Canadiens,0,L,summary
"Tuesday, November 21, 2017",2017-18,Montreal Canadiens,1,@,Dallas Stars,3,L,summary
"Wednesday, November 22, 2017",2017-18,Montreal Canadiens,2,@,Nashville Predators,3,L (SO),summary
"Saturday, November 25, 2017",2017-18,Buffalo Sabres,0,@,Montreal Canadiens,3,W,summary
"Monday, November 27, 2017",2017-18,Columbus Blue Jackets,1,@,Montreal Canadiens,3,W,summary
"Wednesday, November 29, 2017",2017-18,Ottawa Senators,1,@,Montreal Canadiens,2,W,summary
"Thursday, November 30, 2017",2017-18,Montreal Canadiens,6,@,Detroit Red Wings,3,W,summary
"Saturday, December 2, 2017",2017-18,Detroit Red Wings,1,@,Montreal Canadiens,10,W,summary
"Tuesday, December 5, 2017",2017-18,St.Louis Blues,4,@,Montreal Canadiens,3,L,summary
"Thursday, December 7, 2017",2017-18,Calgary Flames,3,@,Montreal Canadiens,2,L,summary
"Saturday, December 9, 2017",2017-18,Edmonton Oilers,6,@,Montreal Canadiens,2,L,summary
"Thursday, December 14, 2017",2017-18,New Jersey Devils,1,@,Montreal Canadiens,2,W,summary
2017 Scotiabank NHL100 Classic,2017-18,Montreal Canadiens,0,@,Ottawa Senators,3,L,summary
"Tuesday, December 19, 2017",2017-18,Montreal Canadiens,7,@,Vancouver Canucks,5,W,summary
"Friday, December 22, 2017",2017-18,Montreal Canadiens,3,@,Calgary Flames,2,W,summary
"Saturday, December 23, 2017",2017-18,Montreal Canadiens,1,@,Edmonton Oilers,4,L,summary
"Wednesday, December 27, 2017",2017-18,Montreal Canadiens,1,@,Carolina Hurricanes,3,L,summary
"Thursday, December 28, 2017",2017-18,Montreal Canadiens,1,@,Tampa Bay Lightning,3,L,summary
"Saturday, December 30, 2017",2017-18,Montreal Canadiens,0,@,Florida Panthers,2,L,summary
"Tuesday, January 2, 2018",2017-18,San Jose Sharks,4,@,Montreal Canadiens,1,L,summary
"Thursday, January 4, 2018",2017-18,Tampa Bay Lightning,1,@,Montreal Canadiens,2,W (SO),summary
"Sunday, January 7, 2018",2017-18,Vancouver Canucks,2,@,Montreal Canadiens,5,W,summary
"Saturday, January 13, 2018",2017-18,Boston Bruins,4,@,Montreal Canadiens,3,L (SO),summary
"Monday, January 15, 2018",2017-18,New York Islanders,5,@,Montreal Canadiens,4,L,summary
"Wednesday, January 17, 2018",2017-18,Montreal Canadiens,1,@,Boston Bruins,4,L,summary
"Friday, January 19, 2018",2017-18,Montreal Canadiens,3,@,Washington Capitals,2,W,summary
"Saturday, January 20, 2018",2017-18,Boston Bruins,4,@,Montreal Canadiens,1,L,summary
"Tuesday, January 23, 2018",2017-18,Colorado Avalanche,2,@,Montreal Canadiens,4,W,summary
"Thursday, January 25, 2018",2017-18,Carolina Hurricanes,6,@,Montreal Canadiens,5,L,summary
"Tuesday, January 30, 2018",2017-18,Montreal Canadiens,1,@,St.Louis Blues,3,L,summary
"Thursday, February 1, 2018",2017-18,Montreal Canadiens,0,@,Carolina Hurricanes,2,L,summary
"Saturday, February 3, 2018",2017-18,Anaheim Mighty Ducks,2,@,Montreal Canadiens,5,W,summary
"Sunday, February 4, 2018",2017-18,Ottawa Senators,1,@,Montreal Canadiens,4,W,summary
"Thursday, February 8, 2018",2017-18,Montreal Canadiens,3,@,Philadelphia Flyers,5,L,summary
"Saturday, February 10, 2018",2017-18,Nashville Predators,3,@,Montreal Canadiens,2,L (SO),summary
"Wednesday, February 14, 2018",2017-18,Montreal Canadiens,0,@,Colorado Avalanche,2,L,summary
"Thursday, February 15, 2018",2017-18,Montreal Canadiens,2,@,Arizona Coyotes,5,L,summary
"Saturday, February 17, 2018",2017-18,Montreal Canadiens,3,@,Vegas Golden Knights,6,L,summary
"Tuesday, February 20, 2018",2017-18,Montreal Canadiens,2,@,Philadelphia Flyers,3,L,summary
"Thursday, February 22, 2018",2017-18,New York Rangers,1,@,Montreal Canadiens,3,W,summary
"Saturday, February 24, 2018",2017-18,Tampa Bay Lightning,4,@,Montreal Canadiens,3,L (SO),summary
"Monday, February 26, 2018",2017-18,Philadelphia Flyers,1,@,Montreal Canadiens,0,L (SO),summary
"Wednesday, February 28, 2018",2017-18,New York Islanders,1,@,Montreal Canadiens,3,W,summary
"Friday, March 2, 2018",2017-18,Montreal Canadiens,6,@,New York Islanders,3,W,summary
"Saturday, March 3, 2018",2017-18,Montreal Canadiens,1,@,Boston Bruins,2,L,summary
"Tuesday, March 6, 2018",2017-18,Montreal Canadiens,4,@,New Jersey Devils,6,L,summary
"Thursday, March 8, 2018",2017-18,Montreal Canadiens,0,@,Florida Panthers,5,L,summary
"Saturday, March 10, 2018",2017-18,Montreal Canadiens,2,@,Tampa Bay Lightning,3,L (SO),summary
"Monday, March 12, 2018",2017-18,Montreal Canadiens,2,@,Columbus Blue Jackets,5,L,summary
"Tuesday, March 13, 2018",2017-18,Dallas Stars,2,@,Montreal Canadiens,4,W,summary
"Thursday, March 15, 2018",2017-18,Pittsburgh Penguins,5,@,Montreal Canadiens,3,L,summary
"Saturday, March 17, 2018",2017-18,Montreal Canadiens,0,@,Toronto Maple Leafs,4,L,summary
"Monday, March 19, 2018",2017-18,Florida Panthers,2,@,Montreal Canadiens,0,L,summary
"Wednesday, March 21, 2018",2017-18,Montreal Canadiens,3,@,Pittsburgh Penguins,5,L,summary
"Friday, March 23, 2018",2017-18,Montreal Canadiens,3,@,Buffalo Sabres,0,W,summary
"Saturday, March 24, 2018",2017-18,Washington Capitals,6,@,Montreal Canadiens,4,L,summary
"Monday, March 26, 2018",2017-18,Detroit Red Wings,2,@,Montreal Canadiens,4,W,summary
"Saturday, March 31, 2018",2017-18,Montreal Canadiens,2,@,Pittsburgh Penguins,5,L,summary
"Sunday, April 1, 2018",2017-18,New Jersey Devils,2,@,Montreal Canadiens,1,L,summary
"Tuesday, April 3, 2018",2017-18,Winnipeg Jets,5,@,Montreal Canadiens,4,L,summary
"Thursday, April 5, 2018",2017-18,Montreal Canadiens,4,@,Detroit Red Wings,3,W,summary
"Saturday, April 7, 2018",2017-18,Montreal Canadiens,2,@,Toronto Maple Leafs,4,L,summary
"Wednesday, October 3, 2018",2018-19,Montreal Canadiens,2,@,Toronto Maple Leafs,3,L,summary
"Saturday, October 6, 2018",2018-19,Montreal Canadiens,5,@,Pittsburgh Penguins,1,W,summary
"Thursday, October 11, 2018",2018-19,Los Angeles Kings,3,@,Montreal Canadiens,0,L,summary
"Saturday, October 13, 2018",2018-19,Pittsburgh Penguins,3,@,Montreal Canadiens,4,W (SO),summary
"Monday, October 15, 2018",2018-19,Detroit Red Wings,3,@,Montreal Canadiens,7,W,summary
"Wednesday, October 17, 2018",2018-19,St.Louis Blues,2,@,Montreal Canadiens,3,W,summary
"Saturday, October 20, 2018",2018-19,Montreal Canadiens,3,@,Ottawa Senators,4,L,summary
"Tuesday, October 23, 2018",2018-19,Calgary Flames,2,@,Montreal Canadiens,3,W,summary
"Thursday, October 25, 2018",2018-19,Montreal Canadiens,3,@,Buffalo Sabres,4,L,summary
"Saturday, October 27, 2018",2018-19,Montreal Canadiens,3,@,Boston Bruins,0,W,summary
"Tuesday, October 30, 2018",2018-19,Dallas Stars,4,@,Montreal Canadiens,1,L,summary
"Thursday, November 1, 2018",2018-19,Washington Capitals,4,@,Montreal Canadiens,6,W,summary
"Saturday, November 3, 2018",2018-19,Tampa Bay Lightning,4,@,Montreal Canadiens,1,L,summary
"Monday, November 5, 2018",2018-19,Montreal Canadiens,4,@,New York Islanders,3,W (SO),summary
"Tuesday, November 6, 2018",2018-19,Montreal Canadiens,3,@,New York Rangers,5,L,summary
"Thursday, November 8, 2018",2018-19,Buffalo Sabres,6,@,Montreal Canadiens,5,L,summary
"Saturday, November 10, 2018",2018-19,Vegas Golden Knights,4,@,Montreal Canadiens,5,W,summary
"Tuesday, November 13, 2018",2018-19,Montreal Canadiens,2,@,Edmonton Oilers,6,L,summary
"Thursday, November 15, 2018",2018-19,Montreal Canadiens,3,@,Calgary Flames,2,W,summary
"Saturday, November 17, 2018",2018-19,Montreal Canadiens,3,@,Vancouver Canucks,2,W,summary
"Monday, November 19, 2018",2018-19,Washington Capitals,5,@,Montreal Canadiens,4,L,summary
"Wednesday, November 21, 2018",2018-19,Montreal Canadiens,2,@,New Jersey Devils,5,L,summary
"Friday, November 23, 2018",2018-19,Montreal Canadiens,2,@,Buffalo Sabres,3,L,summary
"Saturday, November 24, 2018",2018-19,Boston Bruins,3,@,Montreal Canadiens,2,L,summary
"Tuesday, November 27, 2018",2018-19,Carolina Hurricanes,2,@,Montreal Canadiens,1,L,summary
"Saturday, December 1, 2018",2018-19,New York Rangers,2,@,Montreal Canadiens,5,W,summary
"Sunday, December 2, 2018",2018-19,San Jose Sharks,3,@,Montreal Canadiens,1,L,summary
"Tuesday, December 4, 2018",2018-19,Ottawa Senators,2,@,Montreal Canadiens,5,W,summary
"Thursday, December 6, 2018",2018-19,Montreal Canadiens,5,@,Ottawa Senators,2,W,summary
"Sunday, December 9, 2018",2018-19,Montreal Canadiens,3,@,Chicago Blackhawks,2,W,summary
"Tuesday, December 11, 2018",2018-19,Montreal Canadiens,1,@,Minnesota Wild,7,L,summary
"Thursday, December 13, 2018",2018-19,Carolina Hurricanes,4,@,Montreal Canadiens,6,W,summary
